V200001,V162031x,V162062x
223445,0,-2
228303,1,2
221371,1,1
219699,0,-2
206419,1,2
204611,1,2
208651,1,1
201223,1,2
216218,1,2
220026,-2,-2
203830,1,3
220651,1,1
204253,1,2
207962,0,-2
232326,1,2
210043,1,1
204345,1,1
206488,1,2
210869,1,1
234186,1,1
206037,1,2
203014,1,1
207719,1,1
200404,1,1
232630,1,1
200114,1,1
230535,1,3
227997,1,2
210661,1,1
223537,-2,-2
228587,0,-2
209913,1,1
210814,1,2
227034,1,2
231071,1,2
208132,1,1
229498,1,2
216652,1,1
222725,-2,-2
217785,1,1
212131,1,1
226819,1,2
214366,1,1
234223,0,-2
216973,1,1
228853,1,2
211411,1,1
231965,1,2
211664,1,2
210234,1,1
204338,1,3
232548,1,2
216300,1,2
215406,1,1
216683,1,2
204154,0,-2
236236,1,1
219125,1,2
211589,1,2
236250,1,1
234018,1,1
209074,1,1
209807,1,1
218054,1,2
215703,1,1
225809,1,1
203700,1,2
214229,1,2
233756,1,1
220637,1,-9
229382,1,2
225229,1,1
209487,1,2
224790,0,-2
209128,1,1
211039,1,2
227188,1,1
206563,1,1
211831,0,-2
226314,1,1
231279,0,-2
235622,1,2
224981,1,2
212544,1,1
217013,1,1
201759,1,1
204376,1,2
210555,1,1
215000,1,2
209739,-2,-2
229689,1,1
222367,1,2
214946,0,-2
210159,1,1
213769,1,1
235691,1,1
225434,1,1
209067,1,2
227546,1,2
203298,1,1
225083,1,3
218085,1,1
202974,-2,-2
206686,1,2
234902,0,-2
207405,1,1
220552,1,1
222893,1,1
203038,1,2
205911,-2,-2
205294,1,1
208026,1,1
218108,1,3
203328,1,4
211145,0,-2
220217,1,2
219941,1,1
214922,1,2
222992,1,2
202493,1,1
210586,1,1
234506,-2,-2
207740,1,1
219477,1,3
201438,1,2
223148,1,1
219576,1,2
228907,1,-9
206914,1,2
211138,1,1
219279,1,2
223315,1,1
215017,1,1
204123,1,1
235677,1,-2
212568,1,2
223957,1,1
206877,0,-2
201926,1,-2
234094,1,3
206365,1,1
212377,1,1
223070,1,1
203212,1,1
211169,1,2
217686,1,-2
210579,1,1
212681,1,1
226765,1,2
222756,1,2
206228,1,1
204048,1,1
215284,1,2
206891,1,-2
206181,0,-2
221470,1,2
207887,1,3
204185,1,2
231354,1,1
210005,0,-2
231866,0,-2
207856,1,2
209753,1,2
202578,1,2
217662,1,1
210739,1,1
222169,1,2
232159,1,2
233725,1,1
214458,1,1
230030,1,2
203779,-2,-2
235509,1,2
200121,0,-2
216560,1,1
220828,1,2
209906,1,2
230108,1,1
232272,1,1
224127,1,3
209470,1,2
233275,1,1
209463,0,-2
204581,1,5
233312,1,2
235905,1,1
209982,-2,-2
206853,1,1
201834,1,2
235394,1,3
210968,1,2
234117,1,1
235998,1,2
201278,-2,-2
200534,1,1
217914,0,-2
211343,1,1
209029,1,1
209449,1,2
222404,1,1
231217,1,1
201858,1,1
202301,1,1
230900,1,2
210937,1,2
222800,1,2
216690,1,1
236434,-2,-2
220606,1,2
210678,1,3
212803,1,2
206518,1,2
234735,0,-2
204291,1,1
220804,1,1
201896,-2,-2
212483,1,-2
236274,1,1
220361,1,2
210715,1,1
201650,-2,-2
236090,1,2
222480,1,1
202189,1,1
209777,0,-2
200732,1,1
217846,-2,-2
209340,1,2
217129,1,2
211022,1,2
202721,0,-2
213455,1,1
216867,0,-2
213608,1,4
201339,1,2
210708,-2,-2
215390,1,5
228389,0,-2
219507,1,1
213479,1,1
202042,1,1
234490,0,-2
220002,-2,-2
219811,1,1
225786,1,2
230528,1,1
205522,1,1
205393,1,1
203588,1,1
226956,1,2
201391,1,5
209180,0,-2
213967,0,-2
220798,1,1
220323,1,1
236328,1,2
226116,0,-2
229917,1,2
204536,0,-2
201070,1,1
207382,1,2
211121,1,1
226437,1,2
203595,1,3
200879,1,1
227133,1,1
226963,0,-2
207054,0,-2
200695,1,2
216737,1,1
217211,1,1
202318,1,2
200503,1,1
201247,1,1
214397,1,2
208286,-2,-2
218979,1,1
216713,-2,-2
224820,1,3
228761,1,2
225168,0,-2
214731,0,-2
225533,0,-2
228075,1,2
230832,1,2
222091,1,1
210487,0,-2
204055,0,-2
234247,1,1
226376,1,1
230276,1,1
235226,1,1
227775,1,1
203878,1,2
205843,1,2
224639,1,1
216065,1,1
224080,1,2
233022,1,2
221975,1,1
201636,1,1
207825,1,5
210616,1,1
217204,-2,-2
223490,1,1
209579,0,-2
231941,-2,-2
214687,0,-2
214410,-2,-2
200459,1,2
220927,1,1
208255,0,-2
231309,1,1
200954,1,1
230382,1,1
200916,1,2
219569,1,2
213431,0,-2
201353,1,2
234193,1,2
232418,0,-2
221111,1,2
221364,1,1
225496,1,2
234285,1,2
235417,1,5
227072,1,2
207894,1,1
228884,1,2
202967,0,-2
209319,1,1
200411,0,-2
225311,0,-2
200480,1,1
212766,1,5
234773,0,-2
218764,1,1
218597,1,1
208767,1,2
222657,-2,-2
210494,0,-2
224271,1,1
205959,0,-2
202400,1,1
208903,1,1
212124,1,5
221050,1,2
211060,1,1
213615,1,1
201285,0,-2
220880,1,2
234674,0,-2
220514,-2,-2
230115,1,2
233053,1,1
217990,-2,-2
201766,1,1
223247,1,2
217792,1,1
226123,1,2
225991,0,-2
218214,1,2
219668,1,2
205041,1,1
213844,1,2
209302,1,3
210951,1,2
218757,1,2
213837,1,1
204550,1,1
218481,1,2
228006,1,2
213943,-2,-2
218672,1,1
224356,1,1
214526,0,-2
216447,1,2
230542,0,-2
235493,0,-2
205485,0,-2
233985,1,1
218139,1,1
202585,0,-2
220149,1,1
224974,1,2
219262,1,2
214236,1,2
201261,1,1
223698,1,1
229863,1,1
203564,-2,-2
225090,-2,-2
204086,1,2
233688,1,2
219316,0,-2
220521,1,2
204505,0,-2
211633,1,2
202127,1,2
205157,1,1
213288,0,-2
213738,1,2
219675,1,1
206044,1,2
208019,1,1
216621,-2,-2
216911,-2,-2
224301,1,1
222381,0,-2
200688,-2,-2
216942,1,1
222633,0,-2
223803,-2,-2
226741,1,2
225724,1,1
204604,-2,-2
234766,1,2
224448,0,-2
233947,1,2
233084,1,1
202547,1,1
232821,1,2
229139,1,2
232869,1,2
205072,1,1
218221,1,1
228617,1,2
227805,1,3
221623,0,-2
203403,0,-2
223643,1,2
209234,1,-2
234629,1,2
221579,1,2
209333,1,-2
233183,1,2
202615,-2,-2
232258,1,1
209500,1,1
216706,1,2
216522,1,2
227645,-2,-2
215536,1,1
217860,1,1
216768,0,-2
224141,1,1
208446,0,-2
207450,0,-2
220354,1,1
204994,1,1
214465,1,1
227478,0,-2
232364,1,2
214953,1,1
234537,0,-2
209203,1,2
213653,1,1
213066,1,2
214748,1,2
234476,1,1
227201,-2,-2
206303,-2,-2
213257,1,1
203427,1,1
216409,1,1
200626,1,2
208187,-2,-2
201421,1,2
212650,1,2
201568,1,2
229207,1,1
216331,0,-2
210371,1,1
206082,1,2
229290,-2,-2
206587,1,1
230443,1,2
233848,1,1
221388,-2,-2
226529,1,2
207122,1,1
220088,1,2
208323,1,2
202417,1,2
207528,1,2
225304,-2,-2
235929,1,1
232937,1,1
227676,1,1
230337,1,2
211350,1,2
230047,1,2
220507,1,1
204307,1,2
222237,0,-2
208606,1,1
204772,1,1
223834,1,3
233596,1,1
221425,1,2
215383,1,2
232296,0,-2
220224,1,1
230467,1,2
216881,0,-2
209272,-2,-2
204628,1,1
210753,0,-2
236311,1,2
215482,1,1
227331,0,-2
219958,1,2
230979,1,1
213622,1,1
213103,1,2
233442,1,1
229993,1,2
210289,1,2
209111,1,2
231774,1,1
225526,1,1
225823,-2,-2
230931,1,2
213073,1,2
207979,1,1
226659,1,1
233046,1,1
215635,1,2
229924,1,2
210111,1,1
214403,1,2
226505,1,2
223391,1,2
218658,0,-2
232913,1,2
210906,1,2
209760,1,2
231743,1,2
212469,1,1
206389,1,-2
225076,1,2
214854,1,2
208057,1,2
227058,0,-2
224059,1,1
200510,1,2
207306,0,-2
227829,1,1
225151,1,1
216003,1,2
233749,1,1
224578,1,2
231453,1,-2
225250,-2,-2
213950,1,1
218511,1,2
232289,1,1
227614,1,2
219323,0,-2
226277,0,-2
216645,-2,-2
201063,1,2
204062,0,-2
234179,1,1
231491,0,-2
204710,1,1
203854,0,-2
232494,1,2
235769,1,2
201674,1,1
216928,1,2
229788,1,1
224943,1,1
222602,1,1
215444,1,1
220620,1,1
228051,1,1
224110,1,2
224899,1,4
216423,0,-2
224905,1,1
235516,1,2
209920,1,1
230658,1,1
226710,1,2
235400,1,1
201407,1,2
215048,1,2
200633,1,1
201575,-2,-2
232784,1,2
231682,1,3
236144,-2,-2
227935,1,1
211091,1,5
207726,1,1
219057,1,2
203267,1,1
232555,1,3
203533,1,1
227911,1,4
231552,1,1
202523,-2,-2
218122,1,1
222398,1,1
231118,1,2
221647,1,1
204871,1,2
222510,1,2
203977,1,1
218375,1,2
205928,1,2
226222,1,1
201971,1,2
200527,1,2
201179,1,2
227263,0,-2
228167,1,2
202332,1,1
223049,1,1
206136,1,1
201599,0,-2
214755,1,1
208163,0,-2
223476,1,1
223001,1,1
236175,1,1
231378,1,1
207603,1,2
206471,1,2
202288,0,-2
229115,1,5
204147,1,1
212438,1,1
221333,1,2
204543,1,1
204482,0,-2
210128,1,3
202622,1,2
200800,1,1
208354,1,2
204277,1,1
218160,1,2
233657,1,2
231668,1,2
212636,1,2
218917,1,1
203007,1,2
214632,1,1
202172,0,-2
212728,1,1
219064,1,2
219392,1,1
220866,1,1
216058,1,2
236397,1,3
208101,1,2
228495,1,1
215253,1,2
208316,1,2
219637,1,1
221180,1,1
202271,1,1
202790,1,2
201865,0,-2
217143,0,-2
231484,0,-2
234155,1,2
234544,1,1
215796,1,2
222596,1,1
219187,1,1
234780,-2,-2
217495,1,-2
232210,1,1
220729,1,2
217617,1,1
222862,1,2
200053,1,1
226321,1,1
224660,1,3
205546,1,1
236021,-2,-2
207573,0,-2
236380,1,1
229610,1,2
207078,1,1
231507,1,2
230436,1,5
212582,1,1
206235,1,1
226550,-2,-2
231002,0,-2
216157,1,-2
220590,1,1
227447,1,1
205256,1,2
208040,1,1
229016,1,2
212551,1,2
227843,-2,-2
215666,1,2
216607,1,1
224554,1,1
224165,0,-2
220071,1,1
218801,1,2
228839,1,1
228198,1,1
221616,1,2
203168,0,-2
201551,1,1
225243,1,1
201681,1,2
222022,1,1
213936,1,1
207993,0,-2
228822,1,3
207795,1,1
208033,1,2
223742,1,2
221487,1,1
207870,1,1
227119,1,2
211381,1,1
219651,1,2
219682,0,-2
233817,0,-2
230580,1,2
221401,1,3
218436,1,2
233008,1,2
203366,1,5
205942,0,-2
211183,1,1
225793,1,3
226260,1,1
204598,1,1
203731,1,2
228280,1,1
209654,1,1
236342,1,2
201841,1,1
231323,-2,-2
207030,0,-2
230849,1,1
213714,0,-2
203434,1,1
205874,1,2
210258,1,1
209265,0,-2
216232,-2,-2
217389,1,2
204031,1,2
214830,0,-2
234933,0,-2
208491,1,4
207337,1,2
218474,1,2
210975,1,2
200671,1,1
205249,1,1
230283,1,1
224882,1,1
229368,0,-2
213875,1,2
231385,1,1
220293,1,2
224523,1,1
232920,1,1
230757,0,-2
232180,1,1
230924,1,2
235738,1,1
208262,1,1
211749,1,1
209517,1,2
209050,1,1
233244,1,2
229740,1,2
205416,1,2
204161,1,1
213196,1,2
219774,1,1
232395,-2,-2
207191,1,2
226239,1,1
229047,1,2
227652,1,1
216089,1,1
215543,1,1
226734,1,1
212223,-2,-2
229672,0,-2
233459,1,3
211008,1,1
230566,1,2
225403,1,2
226857,1,1
212292,1,1
210944,-2,-2
211947,1,1
230214,0,-2
223261,0,-2
206549,1,2
211596,1,2
225588,1,5
208781,1,1
208422,1,2
212896,1,1
204642,1,1
217877,0,-2
220064,1,1
221173,1,1
219781,1,2
224875,1,1
213929,1,2
212988,1,2
214984,1,2
204222,1,1
227881,1,1
207399,1,1
221463,1,1
212506,1,4
214816,1,2
208569,1,1
233091,1,2
228563,1,1
221067,1,1
222190,1,2
200275,1,1
207832,1,2
223384,0,-2
228532,-2,-2
226291,-2,-2
227850,1,1
205010,1,2
206884,1,1
226635,1,1
225892,1,2
214069,1,2
211237,1,1
211473,1,1
203304,1,1
219903,1,1
202486,1,1
235233,1,5
231835,1,1
208798,1,-9
234452,1,2
231200,1,1
224479,1,2
216164,0,-2
236304,1,2
203144,1,1
226727,1,2
208989,1,1
230986,1,1
232357,1,2
220170,1,2
220613,-2,-2
201520,1,2
215376,-2,-2
227102,1,4
203021,1,1
211015,1,1
233800,1,1
213493,1,2
235141,-2,-2
212094,1,1
230375,1,1
228099,0,-2
235134,1,2
215789,1,1
223452,1,1
227836,1,2
230184,1,1
207757,1,1
204017,-2,-2
233565,1,1
205508,1,1
213301,1,2
228921,1,2
235547,0,-2
217563,1,2
219033,1,1
202875,1,2
227249,1,2
231149,1,1
211527,1,1
235479,1,3
234483,-2,-2
215864,-2,-2
234360,1,2
201186,1,2
207542,1,2
231293,1,2
230801,1,1
210876,1,2
213004,1,2
211176,-2,-2
200343,1,1
205713,1,1
224233,1,1
219217,0,-2
205799,1,1
231422,1,1
224103,1,2
219552,1,1
216027,-2,-2
215680,-2,-2
215734,1,1
215291,1,2
214250,1,1
234407,-2,-2
232616,1,2
200305,1,4
223551,1,2
208934,1,1
221982,1,1
234278,1,2
200244,1,1
204529,1,1
207023,1,2
228365,-2,-2
226697,1,2
217365,1,1
215468,1,1
224806,1,2
216492,1,2
229061,1,1
215130,1,2
208347,1,1
218344,1,1
223933,1,1
215628,1,1
235462,1,2
226628,1,2
216416,-2,-2
202530,1,1
233787,1,5
222947,0,-2
206709,0,-2
228419,1,2
215321,-2,-2
206631,1,1
230054,1,2
206716,1,1
219163,1,1
224189,1,1
227737,1,2
225694,-2,-2
207665,1,2
224783,1,1
225144,1,2
233480,1,2
209043,0,-2
225618,0,-2
236359,1,1
232333,0,-2
230788,1,2
210142,1,1
230955,1,1
232074,1,2
218290,1,1
214847,1,2
200947,-2,-2
206129,1,5
201360,1,2
210227,1,2
232241,1,2
206167,1,2
219170,1,2
224462,1,-9
232005,1,1
210722,0,-2
222855,1,1
213974,1,1
208545,1,1
232906,1,1
200107,1,1
227287,1,1
228754,1,3
223339,1,5
215420,1,2
206013,1,2
229276,0,-2
205034,0,-2
219071,1,2
220453,-2,-2
209241,0,-2
224219,1,1
214076,1,2
200466,1,1
213172,0,-2
234520,1,1
232715,-2,-2
226567,1,2
207092,0,-2
217334,1,2
213899,1,2
228914,0,-2
203953,1,1
232760,1,1
234605,1,2
206075,0,-2
202202,0,-2
212247,1,1
210302,0,-2
221029,0,-2
215567,1,2
227751,1,2
204208,1,3
204949,1,1
209456,1,1
224868,1,1
203335,1,-2
216096,1,2
212209,1,4
201773,1,3
207016,1,2
234971,1,1
212339,1,1
225779,1,2
212872,1,2
204567,0,-2
227157,1,2
210067,1,1
208248,1,3
229849,1,1
202950,0,-2
236373,1,2
205102,1,2
223896,1,1
204918,1,1
228730,0,-2
224929,1,1
203687,1,2
202097,1,2
228037,0,-2
227928,1,1
215086,1,-2
200602,1,1
216904,-2,-2
220538,1,1
223667,1,2
229474,1,1
207214,1,1
216836,1,2
232975,1,1
207641,1,1
216225,-2,-2
231446,1,1
210180,1,2
231194,1,2
229634,1,1
205782,1,1
235608,1,2
207672,1,1
202325,1,1
221142,1,1
215888,1,1
213035,1,1
204925,1,2
214908,1,2
226536,0,-2
215093,1,2
206341,1,2
208378,1,1
204192,1,2
229177,0,-2
210500,1,1
209081,0,-2
230238,1,2
229160,-2,-2
200701,1,2
232340,1,2
207115,1,1
222541,1,2
228693,1,2
222794,1,1
202806,1,1
211114,1,1
212995,1,2
230511,-2,-2
213424,1,2
218559,1,-9
218610,-2,-2
229658,1,2
222848,1,3
231286,-2,-2
228662,1,2
204352,1,2
212032,0,-2
201094,1,1
235042,1,1
226826,1,2
236281,1,1
234230,1,1
218986,1,2
220712,1,5
211107,1,1
236366,1,1
227959,1,2
223971,1,2
207276,1,2
218306,1,2
207412,1,1
207702,1,2
223728,0,-2
228204,1,1
217679,1,1
209951,0,-2
213394,1,1
202745,1,1
225281,1,4
216201,1,1
229146,1,2
220569,0,-2
205621,1,1
232487,1,1
220774,1,2
218405,1,2
216133,0,-2
215840,1,2
222787,0,-2
205867,1,1
211190,-2,-2
235288,1,1
200497,1,1
200152,-2,-2
213912,1,1
223858,1,2
202462,-2,-2
210166,1,1
203786,1,1
201209,1,1
212179,1,1
216966,-2,-2
223629,1,1
230269,1,2
225755,1,2
235486,1,2
233732,1,2
232067,1,2
219743,1,2
218092,1,2
221210,1,2
234513,1,2
207955,1,5
212643,1,1
209296,1,2
220033,0,-2
228143,1,1
227539,1,1
233114,1,1
231996,-2,-2
231811,1,1
216874,1,1
230740,1,1
225212,-2,-2
221531,1,1
215260,1,2
210593,1,1
226918,1,1
219118,0,-2
222589,1,2
227782,1,1
232746,1,2
213370,1,1
204413,1,2
208095,-2,-2
202691,1,2
223483,1,1
210333,0,-2
228792,1,1
200640,1,1
229962,-2,-2
222121,1,1
234292,1,1
214090,1,1
229542,1,-2
231026,1,3
226611,1,2
232456,1,2
227683,1,1
230092,1,1
234254,1,1
218016,1,2
220491,1,2
223322,1,2
217433,1,2
203229,1,2
216515,1,1
206150,-2,-2
205850,0,-2
202837,1,3
208583,1,1
234681,1,2
224769,1,4
226178,1,1
234056,1,2
221944,1,1
218047,1,-2
236205,1,2
234001,1,1
207627,1,1
200084,1,3
227171,1,1
207245,1,1
207320,1,1
204383,1,2
235899,-2,-2
210784,1,1
218283,1,1
219910,1,1
226925,1,1
210890,1,2
205201,1,1
201254,1,1
224950,1,2
207948,0,-2
227362,1,1
204789,1,2
208200,1,1
219361,1,2
223605,1,1
213349,1,1
234827,1,2
208972,1,2
205492,1,1
212346,1,1
210845,1,1
223155,1,2
211817,1,1
232050,1,1
206648,1,1
208613,1,1
214335,1,1
219255,1,1
228181,0,-2
206457,1,2
230306,1,2
200091,-2,-2
229337,1,1
205515,-2,-2
204932,1,3
228549,1,2
233992,1,2
215673,1,1
221166,1,2
200756,1,2
223865,1,1
202196,1,1
219835,-2,-2
203946,1,1
233107,1,2
208958,1,2
201797,1,2
205607,1,2
234919,1,1
208194,1,1
206938,-2,-2
230153,-2,-2
228723,-2,-2
206600,1,2
233299,1,1
211572,0,-2
226406,1,2
235868,1,1
214786,1,3
217983,1,2
208811,1,1
208538,1,2
235943,1,2
235004,0,-2
216898,1,1
231231,1,1
216355,1,1
203311,-2,-2
215826,1,1
236076,1,1
214809,1,1
227195,1,2
215758,-2,-2
207375,1,1
216263,1,1
233466,1,2
211077,1,1
212285,1,1
217969,1,2
231842,1,1
207689,0,-2
233510,-2,-2
224752,-2,-2
206945,0,-2
202882,-2,-2
207238,1,2
218030,1,1
234346,1,1
226772,1,1
235530,1,1
206679,1,1
218177,1,2
212445,-2,-2
230917,1,2
222039,1,2
224721,1,2
208866,1,2
217488,1,1
225427,1,2
214601,1,2
200862,1,1
235554,1,-9
210265,1,2
220231,1,3
216980,1,2
222688,1,1
229467,1,1
228358,1,3
228457,1,2
225540,1,1
234377,1,1
224288,1,1
234308,1,2
206433,0,-2
221937,1,1
216461,0,-2
215345,1,2
235356,1,2
202455,1,2
216478,0,-2
205645,1,1
232432,1,1
210029,0,-2
207221,1,1
219439,1,2
211732,0,-2
212230,-2,-2
234339,1,2
219705,0,-2
229412,1,2
215727,0,-2
221456,1,1
223469,0,-2
209708,1,2
214199,1,3
235325,1,2
222749,1,2
216935,1,1
214380,1,2
223117,1,2
217020,1,1
236014,1,2
234599,1,1
216393,1,1
205638,1,2
225946,1,2
210272,1,2
213127,1,2
225595,-2,-2
210791,1,2
235790,1,1
217198,0,-2
229696,0,-2
206273,1,1
200855,1,1
214175,-2,-2
213691,1,2
221661,-2,-2
231972,0,-2
219484,1,1
204703,1,1
229764,1,1
228471,1,2
204178,1,1
213707,1,1
229283,1,1
212100,1,2
232531,1,3
226499,1,1
204727,1,1
226055,1,1
220989,-2,-2
204000,1,2
208712,1,2
233664,-2,-2
208552,1,1
226604,1,3
208774,1,1
213639,1,2
205683,1,1
230665,1,2
228020,1,1
215314,1,2
226864,1,2
209609,0,-2
232371,1,2
226024,1,2
221265,1,1
221296,1,1
226680,-2,-2
202936,1,2
221074,-2,-2
218450,1,1
234087,1,2
215550,1,1
213516,0,-2
231651,1,2
218146,1,1
210470,1,1
206594,0,-2
229184,1,2
221920,1,2
203793,1,2
234667,1,1
220095,1,2
224158,1,1
224738,1,1
218184,1,2
